InvestigationID,ClaimID,Investigator,InvestigationStatus,FraudType,FraudConfirmed
FRD601203,CLM928891,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD601204,CLM928973,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD601205,CLM928986,R. Menon (SIU),Ongoing,Staged Accident,Under Review
FRD601206,CLM928997,K. Joseph (SIU),Closed,Identity Theft,Confirmed
FRD601207,CLM929039,A. Verma (SIU),Closed,Staged Accident,Confirmed
FRD601208,CLM929057,D. Pillai (SIU),Closed,Staged Accident,Not Confirmed
FRD601209,CLM929063,S. Bhalla (SIU),Closed,Provider Collusion,Confirmed
FRD601210,CLM929075,R. Menon (SIU),Closed,False Death Claim,Confirmed
FRD601211,CLM929087,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD601212,CLM929093,S. Bhalla (SIU),Ongoing,False Death Claim,Under Review
FRD601213,CLM929102,R. Menon (SIU),Closed,Fictitious Policy,Confirmed
FRD601214,CLM929143,S. Bhalla (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601215,CLM929154,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD601216,CLM929167,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601217,CLM929177,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD601218,CLM929203,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD601219,CLM929211,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD601220,CLM929296,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601221,CLM929297,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601222,CLM929341,A. Verma (SIU),Closed,Fictitious Policy,Confirmed
FRD601223,CLM929351,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601224,CLM929356,K. Joseph (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601225,CLM929357,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601226,CLM929380,D. Pillai (SIU),Closed,False Death Claim,Not Confirmed
FRD601227,CLM929383,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601228,CLM929389,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD601229,CLM929396,P. Acharya (SIU),Closed,Identity Theft,Confirmed
FRD601230,CLM929408,K. Joseph (SIU),Closed,Staged Accident,Not Confirmed
FRD601231,CLM929415,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601232,CLM929455,A. Verma (SIU),Closed,Identity Theft,Confirmed
FRD601233,CLM929460,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD601234,CLM929462,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601235,CLM929471,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601236,CLM929479,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD601237,CLM929492,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD601238,CLM929521,A. Verma (SIU),Ongoing,Provider Collusion,Under Review
FRD601239,CLM929536,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD601240,CLM929542,D. Pillai (SIU),Closed,Staged Accident,Not Confirmed
FRD601241,CLM929578,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601242,CLM929618,R. Menon (SIU),Closed,Fake Documents,Not Confirmed
FRD601243,CLM929623,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601244,CLM929634,S. Bhalla (SIU),Closed,Identity Theft,Confirmed
FRD601245,CLM929641,R. Menon (SIU),Closed,Fictitious Policy,Not Confirmed
FRD601246,CLM929642,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601247,CLM929690,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD601248,CLM929720,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD601249,CLM929735,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601250,CLM929747,N. Kohli (SIU),Ongoing,Identity Theft,Under Review
FRD601251,CLM929752,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601252,CLM929812,K. Joseph (SIU),Ongoing,Provider Collusion,Under Review
FRD601253,CLM929831,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601254,CLM929851,S. Bhalla (SIU),Ongoing,Fake Documents,Under Review
FRD601255,CLM929862,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601256,CLM929896,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD601257,CLM929924,R. Menon (SIU),Closed,False Death Claim,Confirmed
FRD601258,CLM929927,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601259,CLM929931,A. Verma (SIU),Closed,Fictitious Policy,Confirmed
FRD601260,CLM929935,A. Verma (SIU),Ongoing,Staged Accident,Under Review
FRD601261,CLM929940,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD601262,CLM929969,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD601263,CLM930037,S. Bhalla (SIU),Closed,Staged Accident,Not Confirmed
FRD601264,CLM930051,D. Pillai (SIU),Ongoing,Identity Theft,Under Review
FRD601265,CLM930056,M. Srinivasan (SIU),Closed,Provider Collusion,Confirmed
FRD601266,CLM930069,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD601267,CLM930158,K. Joseph (SIU),Closed,Provider Collusion,Confirmed
FRD601268,CLM930164,S. Bhalla (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601269,CLM930171,R. Menon (SIU),Closed,Identity Theft,Not Confirmed
FRD601270,CLM930182,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601271,CLM930198,R. Menon (SIU),Closed,Fictitious Policy,Confirmed
FRD601272,CLM930204,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD601273,CLM930228,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD601274,CLM930252,D. Pillai (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601275,CLM930295,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD601276,CLM930343,A. Verma (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601277,CLM930381,S. Bhalla (SIU),Closed,False Death Claim,Not Confirmed
FRD601278,CLM930443,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601279,CLM930447,K. Joseph (SIU),Closed,Provider Collusion,Not Confirmed
FRD601280,CLM930458,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD601281,CLM930460,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601282,CLM930463,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601283,CLM930490,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD601284,CLM930516,K. Joseph (SIU),Closed,Identity Theft,Confirmed
FRD601285,CLM930538,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD601286,CLM930581,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD601287,CLM930583,D. Pillai (SIU),Closed,Staged Accident,Confirmed
FRD601288,CLM930631,R. Menon (SIU),Closed,False Death Claim,Confirmed
FRD601289,CLM930651,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601290,CLM930678,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD601291,CLM930680,M. Srinivasan (SIU),Closed,Fake Documents,Confirmed
FRD601292,CLM930721,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601293,CLM930745,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601294,CLM930777,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD601295,CLM930791,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD601296,CLM930824,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601297,CLM930847,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD601298,CLM930858,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601299,CLM930868,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD601300,CLM930878,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD601301,CLM930903,M. Srinivasan (SIU),Closed,Provider Collusion,Confirmed
FRD601302,CLM930913,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD601303,CLM930927,S. Bhalla (SIU),Closed,Identity Theft,Not Confirmed
FRD601304,CLM930990,D. Pillai (SIU),Closed,Identity Theft,Not Confirmed
FRD601305,CLM931030,K. Joseph (SIU),Closed,Fake Documents,Not Confirmed
FRD601306,CLM931055,S. Bhalla (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601307,CLM931065,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD601308,CLM931077,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD601309,CLM931087,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD601310,CLM931126,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD601311,CLM931128,N. Kohli (SIU),Closed,Provider Collusion,Confirmed
FRD601312,CLM931136,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601313,CLM931200,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD601314,CLM931231,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD601315,CLM931268,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD601316,CLM931273,A. Verma (SIU),Closed,Fictitious Policy,Not Confirmed
FRD601317,CLM931295,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD601318,CLM931337,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601319,CLM931359,K. Joseph (SIU),Closed,Identity Theft,Not Confirmed
FRD601320,CLM931389,K. Joseph (SIU),Closed,Fictitious Policy,Not Confirmed
FRD601321,CLM931410,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD601322,CLM931435,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD601323,CLM931480,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD601324,CLM931508,D. Pillai (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601325,CLM931518,P. Acharya (SIU),Closed,Fictitious Policy,Not Confirmed
FRD601326,CLM931533,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD601327,CLM931589,K. Joseph (SIU),Closed,Identity Theft,Confirmed
FRD601328,CLM931635,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD601329,CLM931659,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601330,CLM931681,N. Kohli (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601331,CLM931722,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601332,CLM931731,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD601333,CLM931762,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD601334,CLM931764,A. Verma (SIU),Closed,Fake Documents,Not Confirmed
FRD601335,CLM931765,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601336,CLM931798,D. Pillai (SIU),Closed,Identity Theft,Not Confirmed
FRD601337,CLM931807,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD601338,CLM931845,D. Pillai (SIU),Closed,Identity Theft,Confirmed
FRD601339,CLM931849,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601340,CLM931875,N. Kohli (SIU),Ongoing,Staged Accident,Under Review
FRD601341,CLM931887,A. Verma (SIU),Closed,Provider Collusion,Confirmed
FRD601342,CLM931895,N. Kohli (SIU),Closed,False Death Claim,Confirmed
FRD601343,CLM931940,R. Menon (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601344,CLM931944,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD601345,CLM931970,D. Pillai (SIU),Ongoing,Fake Documents,Under Review
FRD601346,CLM931973,P. Acharya (SIU),Ongoing,False Death Claim,Under Review
FRD601347,CLM932053,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601348,CLM932076,A. Verma (SIU),Closed,False Death Claim,Not Confirmed
FRD601349,CLM932117,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601350,CLM932129,R. Menon (SIU),Ongoing,False Death Claim,Under Review
FRD601351,CLM932204,R. Menon (SIU),Closed,Staged Accident,Not Confirmed
FRD601352,CLM932216,A. Verma (SIU),Ongoing,Provider Collusion,Under Review
FRD601353,CLM932220,R. Menon (SIU),Ongoing,Fictitious Policy,Under Review
FRD601354,CLM932222,D. Pillai (SIU),Closed,Identity Theft,Not Confirmed
FRD601355,CLM932252,D. Pillai (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601356,CLM932270,A. Verma (SIU),Ongoing,False Death Claim,Under Review
FRD601357,CLM932354,K. Joseph (SIU),Closed,Fake Documents,Confirmed
FRD601358,CLM932405,A. Verma (SIU),Ongoing,Identity Theft,Under Review
FRD601359,CLM932459,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601360,CLM932497,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD601361,CLM932508,S. Bhalla (SIU),Closed,Fake Documents,Confirmed
FRD601362,CLM932536,K. Joseph (SIU),Ongoing,False Death Claim,Under Review
FRD601363,CLM932577,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD601364,CLM932579,D. Pillai (SIU),Ongoing,Staged Accident,Under Review
FRD601365,CLM932622,A. Verma (SIU),Closed,Fake Documents,Confirmed
FRD601366,CLM932625,A. Verma (SIU),Ongoing,Fictitious Policy,Under Review
FRD601367,CLM932643,K. Joseph (SIU),Closed,Identity Theft,Not Confirmed
FRD601368,CLM932702,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD601369,CLM932745,A. Verma (SIU),Ongoing,Identity Theft,Under Review
FRD601370,CLM932850,D. Pillai (SIU),Ongoing,Identity Theft,Under Review
FRD601371,CLM932901,A. Verma (SIU),Closed,Provider Collusion,Not Confirmed
FRD601372,CLM932903,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601373,CLM932913,A. Verma (SIU),Ongoing,Fake Documents,Under Review
FRD601374,CLM932927,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601375,CLM932937,A. Verma (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601376,CLM932946,S. Bhalla (SIU),Closed,Staged Accident,Not Confirmed
FRD601377,CLM932996,A. Verma (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601378,CLM933003,A. Verma (SIU),Closed,Identity Theft,Confirmed
FRD601379,CLM933017,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601380,CLM933048,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601381,CLM933064,P. Acharya (SIU),Closed,Fake Documents,Confirmed
FRD601382,CLM933083,A. Verma (SIU),Ongoing,Identity Theft,Under Review
FRD601383,CLM933087,S. Bhalla (SIU),Closed,Fictitious Policy,Confirmed
FRD601384,CLM933100,N. Kohli (SIU),Closed,Staged Accident,Confirmed
FRD601385,CLM933102,N. Kohli (SIU),Ongoing,Identity Theft,Under Review
FRD601386,CLM933107,K. Joseph (SIU),Closed,Staged Accident,Not Confirmed
FRD601387,CLM933110,P. Acharya (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601388,CLM933126,S. Bhalla (SIU),Closed,Staged Accident,Confirmed
FRD601389,CLM933159,P. Acharya (SIU),Ongoing,Identity Theft,Under Review
FRD601390,CLM933165,A. Verma (SIU),Closed,Staged Accident,Not Confirmed
FRD601391,CLM933166,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601392,CLM933190,P. Acharya (SIU),Ongoing,Fake Documents,Under Review
FRD601393,CLM933198,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601394,CLM933205,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD601395,CLM933227,P. Acharya (SIU),Closed,Staged Accident,Confirmed
FRD601396,CLM933256,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601397,CLM933263,P. Acharya (SIU),Ongoing,Staged Accident,Under Review
FRD601398,CLM933279,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601399,CLM933281,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601400,CLM933287,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601401,CLM933291,R. Menon (SIU),Closed,Fake Documents,Confirmed
FRD601402,CLM933314,P. Acharya (SIU),Closed,Provider Collusion,Not Confirmed
FRD601403,CLM933318,M. Srinivasan (SIU),Closed,Fictitious Policy,Confirmed
FRD601404,CLM933383,K. Joseph (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601405,CLM933386,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601406,CLM933408,P. Acharya (SIU),Ongoing,Fake Documents,Under Review
FRD601407,CLM933430,K. Joseph (SIU),Ongoing,Fake Documents,Under Review
FRD601408,CLM933462,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601409,CLM933493,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601410,CLM933505,P. Acharya (SIU),Closed,Fake Documents,Not Confirmed
FRD601411,CLM933510,D. Pillai (SIU),Closed,Fake Documents,Confirmed
FRD601412,CLM933514,R. Menon (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601413,CLM933518,M. Srinivasan (SIU),Closed,Provider Collusion,Confirmed
FRD601414,CLM933520,R. Menon (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601415,CLM933546,K. Joseph (SIU),Closed,Staged Accident,Confirmed
FRD601416,CLM933612,P. Acharya (SIU),Ongoing,Fictitious Policy,Under Review
FRD601417,CLM933624,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD601418,CLM933671,N. Kohli (SIU),Ongoing,Provider Collusion,Under Review
FRD601419,CLM933693,R. Menon (SIU),Closed,Staged Accident,Confirmed
FRD601420,CLM933713,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601421,CLM933722,S. Bhalla (SIU),Ongoing,Identity Theft,Under Review
FRD601422,CLM933723,K. Joseph (SIU),Closed,False Death Claim,Confirmed
FRD601423,CLM933740,R. Menon (SIU),Ongoing,Fake Documents,Under Review
FRD601424,CLM933770,S. Bhalla (SIU),Closed,False Death Claim,Not Confirmed
FRD601425,CLM933776,N. Kohli (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601426,CLM933807,S. Bhalla (SIU),Closed,Fake Documents,Not Confirmed
FRD601427,CLM933829,R. Menon (SIU),Closed,Identity Theft,Confirmed
FRD601428,CLM933850,K. Joseph (SIU),Closed,False Death Claim,Not Confirmed
FRD601429,CLM933878,S. Bhalla (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601430,CLM933890,D. Pillai (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601431,CLM933911,N. Kohli (SIU),Closed,Staged Accident,Not Confirmed
FRD601432,CLM933935,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601433,CLM933946,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601434,CLM933973,A. Verma (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601435,CLM933979,R. Menon (SIU),Closed,False Death Claim,Confirmed
FRD601436,CLM933987,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601437,CLM933992,A. Verma (SIU),Closed,Provider Collusion,Not Confirmed
FRD601438,CLM934005,M. Srinivasan (SIU),Ongoing,Fake Documents,Under Review
FRD601439,CLM934025,M. Srinivasan (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601440,CLM934044,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD601441,CLM934059,A. Verma (SIU),Closed,Identity Theft,Confirmed
FRD601442,CLM934072,D. Pillai (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601443,CLM934095,M. Srinivasan (SIU),Closed,Fake Documents,Not Confirmed
FRD601444,CLM934139,K. Joseph (SIU),Ongoing,Staged Accident,Under Review
FRD601445,CLM934164,M. Srinivasan (SIU),Ongoing,Multiple/Duplicate Claims,Under Review
FRD601446,CLM934178,D. Pillai (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601447,CLM934185,D. Pillai (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601448,CLM934195,D. Pillai (SIU),Closed,Staged Accident,Not Confirmed
FRD601449,CLM934211,N. Kohli (SIU),Closed,Fake Documents,Confirmed
FRD601450,CLM934385,P. Acharya (SIU),Closed,Inflated Claim Amount,Not Confirmed
FRD601451,CLM934403,D. Pillai (SIU),Ongoing,Identity Theft,Under Review
FRD601452,CLM934409,K. Joseph (SIU),Closed,Identity Theft,Confirmed
FRD601453,CLM934411,D. Pillai (SIU),Closed,Fake Documents,Not Confirmed
FRD601454,CLM934424,R. Menon (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601455,CLM934462,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601456,CLM934465,N. Kohli (SIU),Closed,Identity Theft,Not Confirmed
FRD601457,CLM934491,S. Bhalla (SIU),Ongoing,Staged Accident,Under Review
FRD601458,CLM934551,K. Joseph (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601459,CLM934557,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601460,CLM934673,N. Kohli (SIU),Closed,Identity Theft,Confirmed
FRD601461,CLM934679,M. Srinivasan (SIU),Closed,Identity Theft,Confirmed
FRD601462,CLM934755,N. Kohli (SIU),Closed,Fake Documents,Not Confirmed
FRD601463,CLM934783,P. Acharya (SIU),Closed,False Death Claim,Not Confirmed
FRD601464,CLM934806,P. Acharya (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601465,CLM934818,D. Pillai (SIU),Closed,False Death Claim,Not Confirmed
FRD601466,CLM934836,M. Srinivasan (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601467,CLM934848,N. Kohli (SIU),Ongoing,Fake Documents,Under Review
FRD601468,CLM934872,N. Kohli (SIU),Closed,Multiple/Duplicate Claims,Not Confirmed
FRD601469,CLM934879,M. Srinivasan (SIU),Closed,Multiple/Duplicate Claims,Confirmed
FRD601470,CLM934904,N. Kohli (SIU),Closed,Identity Theft,Confirmed
FRD601471,CLM934907,N. Kohli (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601472,CLM934908,A. Verma (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601473,CLM934927,A. Verma (SIU),Closed,False Death Claim,Confirmed
FRD601474,CLM934931,P. Acharya (SIU),Ongoing,Fake Documents,Under Review
FRD601475,CLM934936,R. Menon (SIU),Ongoing,Inflated Claim Amount,Under Review
FRD601476,CLM934975,P. Acharya (SIU),Closed,Provider Collusion,Confirmed
FRD601477,CLM935035,A. Verma (SIU),Closed,Inflated Claim Amount,Confirmed
FRD601478,CLM935042,S. Bhalla (SIU),Closed,Multiple/Duplicate Claims,Confirmed
